customer_id,customer_name,gender,age,country,signup_date,subscription_plan,monthly_fee,billing_cycle,payment_method,last_payment_date,login_frequency,support_tickets,avg_session_minutes,total_revenue,auto_renew,contract_type,churn_status,churn_date,churn_reason
1351,Anaya Sharma,Female,61,UK,2023-06-02,Standard,19.99,Yearly,Credit Card,2024-04-16,22,10,24.8,2398.8,No,Monthly,No,,
1352,Ethan Johnson,Female,29,India,2022-10-24,Basic,9.99,Yearly,PayPal,2024-06-11,55,10,49.1,2277.72,No,Annual,No,,
1353,Emma Johnson,Male,61,USA,2022-04-09,Basic,9.99,Yearly,UPI,2023-04-10,40,10,36.5,1438.56,No,Annual,No,,
1354,Priya Smith,Male,36,USA,2022-10-10,Premium,39.99,Yearly,Debit Card,2025-03-18,29,7,86.6,13916.52,No,Monthly,No,,
1355,Kabir Sharma,Female,52,India,2025-04-09,Basic,9.99,Monthly,UPI,2025-11-11,52,8,61.0,69.93,No,Monthly,Yes,2026-01-10,Switched Competitor
1356,Ethan Brown,Male,61,India,2022-01-02,Premium,39.99,Monthly,Debit Card,2023-10-13,55,3,123.0,839.79,Yes,Annual,No,,
1357,Olivia Brown,Female,26,India,2022-05-24,Basic,9.99,Monthly,PayPal,2024-03-16,4,9,121.1,219.78,No,Annual,No,,
1358,Aarav Brown,Male,49,Germany,2023-10-17,Standard,19.99,Yearly,UPI,2025-08-08,4,4,66.6,5277.36,No,Annual,No,,
1359,John Johnson,Male,39,Canada,2024-09-29,Basic,9.99,Monthly,UPI,2027-02-18,29,2,169.5,289.71,No,Annual,No,,
1360,Liam Brown,Female,26,Japan,2023-02-23,Standard,19.99,Monthly,Debit Card,2023-06-16,40,6,21.0,59.97,No,Monthly,No,,
1361,Liam Waghchaure,Male,21,Germany,2022-11-10,Premium,39.99,Monthly,UPI,2025-04-12,7,1,121.3,1159.71,Yes,Annual,No,,
1362,Mia Brown,Female,22,Canada,2023-10-26,Basic,9.99,Monthly,UPI,2024-04-12,10,7,115.7,49.95,No,Monthly,No,,
1363,Kabir Smith,Male,40,India,2024-08-17,Premium,39.99,Yearly,Debit Card,2026-05-18,32,4,177.6,10077.48,Yes,Monthly,No,,
1364,Anaya Patel,Male,55,Germany,2022-05-16,Premium,39.99,Monthly,UPI,2023-04-05,44,8,71.4,399.9,Yes,Annual,No,,
1365,Priya Sharma,Female,32,Australia,2025-01-25,Premium,39.99,Monthly,UPI,2026-04-13,44,6,50.3,559.86,Yes,Monthly,No,,
1366,Riya Smith,Female,46,USA,2024-07-31,Basic,9.99,Yearly,Credit Card,2025-01-18,52,1,118.6,599.4,Yes,Monthly,No,,
1367,Anaya Patel,Male,37,USA,2023-07-29,Premium,39.99,Yearly,Debit Card,2024-09-16,40,5,31.5,6238.44,No,Annual,No,,
1368,Ava Brown,Male,55,Germany,2022-12-12,Standard,19.99,Monthly,PayPal,2023-07-11,49,6,109.9,139.93,No,Monthly,Yes,2023-09-01,Poor Support
1369,Noah Brown,Female,31,Australia,2025-01-19,Premium,39.99,Monthly,UPI,2026-03-26,51,2,83.9,559.86,No,Annual,Yes,2026-04-20,Poor Support
1370,Emma Waghchaure,Female,32,UK,2024-07-04,Standard,19.99,Monthly,UPI,2025-09-10,9,6,17.0,279.86,Yes,Monthly,No,,
1371,Priya Sharma,Female,21,India,2023-01-08,Basic,9.99,Monthly,Credit Card,2024-03-30,39,4,54.7,139.86,Yes,Monthly,No,,
1372,Alex Patel,Male,65,Japan,2023-02-08,Basic,9.99,Monthly,Debit Card,2023-10-18,9,2,132.4,79.92,No,Monthly,No,,
1373,Noah Waghchaure,Male,22,Australia,2023-03-29,Basic,9.99,Monthly,PayPal,2025-03-02,54,3,128.1,229.77,Yes,Monthly,Yes,2025-04-12,High Price
1374,Ava Smith,Male,27,USA,2025-03-28,Premium,39.99,Monthly,PayPal,2025-12-15,6,6,145.3,319.92,Yes,Monthly,No,,
1375,Mia Waghchaure,Female,47,Germany,2025-04-02,Standard,19.99,Monthly,UPI,2027-07-02,38,4,127.2,539.73,Yes,Monthly,No,,
1376,Anaya Johnson,Male,47,Germany,2023-10-29,Basic,9.99,Monthly,Debit Card,2025-07-21,20,0,108.0,209.79,Yes,Monthly,Yes,2025-09-06,Low Usage
1377,Riya Smith,Female,48,Japan,2023-02-21,Standard,19.99,Yearly,Credit Card,2025-01-27,28,0,116.6,5517.24,Yes,Annual,Yes,2025-01-29,Low Usage
1378,Riya Johnson,Female,30,USA,2022-09-18,Basic,9.99,Yearly,UPI,2025-01-28,38,10,85.4,3356.64,Yes,Monthly,Yes,2025-03-08,Features Missing
1379,John Johnson,Female,21,Germany,2022-07-13,Premium,39.99,Yearly,Debit Card,2022-10-02,46,2,175.9,959.76,Yes,Monthly,No,,
1380,Ava Johnson,Female,25,UK,2024-12-21,Premium,39.99,Yearly,UPI,2026-03-04,50,1,16.1,6718.32,Yes,Annual,No,,
1381,Alex Brown,Female,36,USA,2024-05-13,Basic,9.99,Yearly,PayPal,2024-08-31,32,10,28.9,359.64,No,Annual,Yes,2024-10-13,Switched Competitor
1382,Noah Smith,Male,62,Canada,2022-11-17,Standard,19.99,Yearly,Debit Card,2024-08-26,57,6,138.8,5037.48,No,Monthly,No,,
1383,Kabir Brown,Female,37,Australia,2023-07-15,Premium,39.99,Monthly,Debit Card,2024-01-14,5,9,22.5,239.94,Yes,Annual,No,,
1384,Kabir Patel,Male,21,Germany,2022-09-13,Premium,39.99,Yearly,Debit Card,2025-02-22,24,3,85.5,13916.52,No,Monthly,No,,
1385,Sophia Sharma,Male,59,Canada,2022-04-18,Basic,9.99,Yearly,Credit Card,2022-11-18,59,7,40.8,839.16,No,Monthly,No,,
1386,Liam Smith,Female,40,Japan,2023-02-23,Basic,9.99,Yearly,UPI,2024-03-12,7,6,101.0,1438.56,No,Monthly,No,,
1387,Ava Patel,Female,63,Australia,2022-02-06,Standard,19.99,Yearly,PayPal,2024-01-10,8,7,170.6,5517.24,Yes,Annual,No,,
1388,Kabir Johnson,Female,62,Australia,2023-09-13,Standard,19.99,Yearly,UPI,2025-07-06,24,8,148.2,5277.36,Yes,Annual,No,,
1389,Olivia Johnson,Female,23,USA,2023-05-20,Premium,39.99,Monthly,Debit Card,2025-06-04,13,4,146.2,959.76,No,Monthly,Yes,2025-06-29,Low Usage
1390,Priya Brown,Female,57,USA,2022-11-06,Premium,39.99,Yearly,Debit Card,2023-05-05,22,0,112.0,2879.28,Yes,Monthly,Yes,2023-07-02,Low Usage
1391,Om Johnson,Male,63,USA,2023-03-09,Standard,19.99,Yearly,Credit Card,2025-07-04,1,6,30.6,6716.64,No,Monthly,Yes,2025-08-02,Low Usage
1392,Alex Waghchaure,Male,35,Germany,2024-05-17,Premium,39.99,Monthly,Credit Card,2026-09-03,36,0,172.6,1079.73,No,Annual,No,,
1393,Olivia Sharma,Male,48,Japan,2023-07-23,Standard,19.99,Monthly,Debit Card,2023-10-04,25,3,171.6,39.98,Yes,Annual,No,,
1394,Anaya Sharma,Female,24,Canada,2025-01-24,Basic,9.99,Monthly,PayPal,2027-02-01,13,10,60.1,239.76,No,Annual,No,,
1395,Anaya Patel,Male,49,Japan,2022-09-18,Standard,19.99,Yearly,UPI,2024-03-03,42,1,105.4,4077.96,Yes,Annual,No,,
1396,Alex Patel,Female,33,India,2022-06-18,Standard,19.99,Yearly,PayPal,2024-01-01,16,0,31.4,4317.84,Yes,Monthly,No,,
1397,Om Waghchaure,Female,36,Australia,2022-10-04,Basic,9.99,Yearly,UPI,2024-10-07,15,0,139.6,2877.12,No,Monthly,Yes,2024-11-28,Switched Competitor
1398,Alex Johnson,Male,56,Germany,2023-11-07,Basic,9.99,Monthly,Debit Card,2025-05-27,21,0,105.7,179.82,Yes,Monthly,No,,
1399,Anaya Waghchaure,Male,44,Germany,2024-11-05,Premium,39.99,Yearly,UPI,2026-09-06,35,4,9.7,10557.36,Yes,Annual,No,,
1400,Sophia Johnson,Male,36,Germany,2024-04-29,Premium,39.99,Yearly,PayPal,2024-11-16,16,4,36.7,2879.28,Yes,Monthly,No,,
1401,Riya Johnson,Female,36,India,2024-07-19,Standard,19.99,Yearly,UPI,2024-10-19,43,9,34.6,719.64,Yes,Monthly,No,,
1402,Alex Patel,Female,51,Germany,2022-09-28,Standard,19.99,Yearly,Credit Card,2023-01-01,59,3,74.7,719.64,Yes,Annual,No,,
1403,Riya Johnson,Male,53,USA,2025-02-08,Standard,19.99,Yearly,Credit Card,2026-12-11,46,6,132.9,5277.36,Yes,Annual,No,,
1404,Mia Waghchaure,Female,33,USA,2023-08-06,Standard,19.99,Monthly,PayPal,2024-02-19,37,10,24.5,119.94,No,Monthly,No,,
1405,Riya Sharma,Male,21,Australia,2022-08-23,Standard,19.99,Monthly,UPI,2023-12-26,31,10,155.4,319.84,No,Annual,Yes,2024-01-28,Features Missing
1406,Noah Patel,Female,33,Canada,2022-09-16,Standard,19.99,Monthly,PayPal,2024-03-24,31,0,78.7,359.82,Yes,Annual,Yes,2024-03-28,Switched Competitor
1407,Mia Waghchaure,Female,37,USA,2024-11-12,Standard,19.99,Yearly,UPI,2024-12-13,47,6,169.9,239.88,No,Monthly,No,,
1408,Liam Sharma,Female,30,Australia,2022-04-20,Basic,9.99,Yearly,Debit Card,2024-06-27,9,6,61.3,3116.88,Yes,Annual,No,,
1409,Sophia Smith,Male,60,Canada,2023-10-27,Premium,39.99,Yearly,PayPal,2025-07-29,52,6,49.0,10077.48,No,Annual,No,,
1410,Priya Waghchaure,Female,36,UK,2024-03-01,Standard,19.99,Yearly,UPI,2024-06-29,46,1,84.8,959.52,Yes,Annual,No,,
1411,Riya Waghchaure,Female,25,UK,2022-12-17,Basic,9.99,Monthly,UPI,2024-03-29,24,7,22.4,149.85,Yes,Annual,No,,
1412,Olivia Brown,Male,32,Japan,2022-10-12,Premium,39.99,Monthly,PayPal,2022-12-01,54,6,79.1,39.99,Yes,Annual,No,,
1413,Olivia Brown,Male,42,Japan,2022-06-03,Standard,19.99,Yearly,Debit Card,2024-08-13,4,6,72.4,6236.88,Yes,Monthly,No,,
1414,Kabir Brown,Male,22,UK,2025-02-17,Basic,9.99,Yearly,Debit Card,2027-06-23,14,6,7.2,3356.64,No,Annual,No,,
1415,Sophia Smith,Male,39,UK,2023-03-24,Basic,9.99,Yearly,Credit Card,2023-06-27,16,1,145.1,359.64,Yes,Monthly,Yes,2023-07-25,Poor Support
1416,Kabir Patel,Male,60,Germany,2024-06-27,Premium,39.99,Monthly,Credit Card,2025-04-12,41,1,119.4,359.91,No,Monthly,No,,
1417,Noah Johnson,Male,42,Canada,2023-02-06,Basic,9.99,Monthly,UPI,2023-07-09,37,1,25.7,49.95,No,Monthly,No,,
1418,Kabir Sharma,Female,41,Japan,2022-06-24,Basic,9.99,Yearly,PayPal,2024-06-15,0,8,118.4,2877.12,No,Monthly,No,,
1419,Anaya Sharma,Male,45,USA,2024-07-07,Standard,19.99,Yearly,PayPal,2026-02-13,29,8,33.2,4557.72,No,Annual,No,,
1420,Anaya Johnson,Male,49,Australia,2022-04-21,Basic,9.99,Monthly,UPI,2023-05-05,29,1,86.5,119.88,No,Annual,No,,
1421,John Sharma,Female,47,India,2022-08-13,Premium,39.99,Yearly,Debit Card,2024-09-11,49,9,88.9,11997.0,No,Monthly,Yes,2024-10-16,High Price
1422,Mia Patel,Female,53,UK,2022-04-16,Basic,9.99,Yearly,Credit Card,2023-01-23,21,6,105.6,1078.92,No,Annual,No,,
1423,Ethan Brown,Female,30,Canada,2023-08-06,Premium,39.99,Monthly,Debit Card,2025-11-06,54,6,97.1,1079.73,No,Monthly,No,,
1424,Riya Johnson,Male,55,UK,2022-12-29,Basic,9.99,Yearly,Debit Card,2023-05-17,23,2,177.4,479.52,No,Annual,No,,
1425,Mia Sharma,Female,25,Australia,2022-09-13,Standard,19.99,Monthly,Credit Card,2024-03-02,42,2,126.0,339.83,No,Annual,Yes,2024-04-01,Features Missing
1426,Mia Brown,Male,22,India,2024-03-04,Standard,19.99,Yearly,UPI,2025-01-19,27,2,160.3,2398.8,No,Annual,Yes,2025-03-06,Poor Support
1427,Anaya Patel,Female,58,India,2022-08-25,Standard,19.99,Monthly,Debit Card,2023-07-11,34,10,13.0,199.9,Yes,Monthly,No,,
1428,John Patel,Female,38,Japan,2024-09-19,Standard,19.99,Yearly,PayPal,2025-09-02,36,8,159.3,2638.68,Yes,Annual,No,,
1429,Olivia Patel,Female,55,Japan,2025-03-04,Basic,9.99,Yearly,PayPal,2026-05-28,15,1,99.2,1798.2,Yes,Monthly,No,,
1430,Sophia Johnson,Male,36,Germany,2022-07-21,Standard,19.99,Monthly,UPI,2022-12-07,50,4,60.5,79.96,Yes,Monthly,No,,
1431,Om Sharma,Male,40,UK,2024-06-07,Standard,19.99,Monthly,Credit Card,2024-08-08,17,7,117.1,39.98,No,Annual,No,,
1432,Aarav Brown,Male,32,UK,2022-09-07,Standard,19.99,Yearly,PayPal,2024-10-27,49,7,80.6,6236.88,Yes,Annual,No,,
1433,Om Johnson,Female,45,India,2023-03-06,Basic,9.99,Yearly,PayPal,2024-08-10,11,2,127.1,2037.96,No,Annual,No,,
1434,Priya Patel,Male,20,Canada,2022-09-17,Standard,19.99,Yearly,UPI,2022-11-01,31,0,144.2,239.88,No,Annual,No,,
1435,Om Johnson,Female,40,India,2022-09-02,Premium,39.99,Yearly,Credit Card,2024-09-08,11,7,30.5,11517.12,Yes,Annual,No,,
1436,Priya Brown,Female,52,UK,2024-02-15,Standard,19.99,Monthly,PayPal,2025-06-11,7,8,33.3,319.84,Yes,Annual,No,,
1437,Aarav Smith,Female,25,Japan,2025-01-08,Premium,39.99,Monthly,Credit Card,2026-04-15,10,4,162.7,599.85,No,Annual,No,,
1438,Riya Sharma,Male,44,Japan,2024-06-26,Standard,19.99,Yearly,PayPal,2024-11-04,40,6,64.1,959.52,Yes,Annual,No,,
1439,Ava Smith,Male,23,Germany,2023-08-17,Standard,19.99,Yearly,PayPal,2024-10-26,19,10,34.3,3358.32,Yes,Annual,No,,
1440,Olivia Patel,Male,21,Australia,2023-09-02,Standard,19.99,Yearly,Debit Card,2025-08-25,18,0,81.0,5757.12,No,Monthly,No,,
1441,Mia Sharma,Female,39,Germany,2024-01-09,Basic,9.99,Yearly,PayPal,2026-04-16,26,6,145.5,3236.76,No,Monthly,No,,
1442,Olivia Smith,Female,29,Canada,2022-06-19,Basic,9.99,Monthly,UPI,2023-04-04,11,4,40.4,89.91,Yes,Annual,No,,
1443,Priya Waghchaure,Male,35,Canada,2024-04-05,Premium,39.99,Monthly,PayPal,2025-02-26,24,0,95.1,399.9,No,Annual,No,,
1444,Olivia Patel,Female,52,Germany,2022-09-13,Basic,9.99,Yearly,Debit Card,2022-11-27,4,1,5.1,239.76,Yes,Monthly,No,,
1445,Riya Waghchaure,Female,19,Australia,2024-12-21,Basic,9.99,Yearly,UPI,2025-02-10,14,2,131.0,119.88,Yes,Monthly,No,,
1446,Liam Patel,Female,50,Germany,2025-02-04,Premium,39.99,Yearly,PayPal,2026-10-06,52,8,117.3,9597.6,Yes,Annual,No,,
1447,John Patel,Male,53,India,2023-06-24,Basic,9.99,Yearly,UPI,2024-10-07,14,8,33.1,1798.2,No,Monthly,No,,
1448,Liam Patel,Female,36,Germany,2023-01-28,Basic,9.99,Yearly,UPI,2023-05-10,56,8,53.9,359.64,No,Monthly,No,,
1449,Ethan Sharma,Female,26,Australia,2023-07-15,Premium,39.99,Yearly,Credit Card,2025-07-15,26,0,41.0,11517.12,Yes,Annual,No,,
1450,Mia Patel,Male,33,UK,2024-05-16,Premium,39.99,Yearly,Credit Card,2026-01-03,30,10,27.0,9117.72,Yes,Annual,Yes,2026-02-13,Poor Support
1451,Alex Sharma,Male,23,Japan,2024-11-02,Basic,9.99,Yearly,Debit Card,2027-04-14,5,7,74.2,3476.52,No,Annual,No,,
1452,Priya Patel,Female,51,USA,2023-05-20,Premium,39.99,Yearly,Debit Card,2025-02-09,37,8,135.6,10077.48,No,Annual,No,,
1453,Sophia Patel,Male,41,USA,2023-01-08,Basic,9.99,Yearly,PayPal,2024-05-11,50,7,179.4,1918.08,No,Monthly,Yes,2024-06-01,Features Missing
1454,Anaya Patel,Female,19,UK,2023-05-08,Basic,9.99,Yearly,PayPal,2024-11-23,6,3,117.8,2157.84,No,Annual,Yes,2024-12-24,Switched Competitor
1455,Liam Brown,Male,44,Germany,2024-10-07,Premium,39.99,Monthly,Credit Card,2025-12-15,58,5,34.5,559.86,No,Annual,No,,
1456,John Johnson,Male,62,USA,2024-09-20,Basic,9.99,Monthly,Debit Card,2025-03-05,37,0,90.2,49.95,Yes,Monthly,No,,
1457,Priya Sharma,Male,27,Germany,2023-11-13,Standard,19.99,Monthly,Debit Card,2024-06-01,7,1,80.9,119.94,No,Annual,Yes,2024-06-10,Low Usage
1458,Priya Johnson,Female,46,India,2024-02-24,Premium,39.99,Yearly,PayPal,2024-06-22,31,6,113.7,1439.64,Yes,Monthly,Yes,2024-07-11,Poor Support
1459,Alex Johnson,Female,25,UK,2023-07-07,Standard,19.99,Monthly,UPI,2025-06-11,35,4,158.1,459.77,Yes,Annual,No,,
1460,Om Sharma,Female,28,Canada,2022-08-07,Basic,9.99,Monthly,UPI,2024-07-06,45,5,6.9,229.77,Yes,Annual,No,,
1461,Ava Patel,Male,32,Canada,2024-04-12,Basic,9.99,Yearly,Credit Card,2026-07-29,55,1,38.3,3236.76,Yes,Annual,No,,
1462,Noah Brown,Female,19,Germany,2022-12-26,Standard,19.99,Monthly,Debit Card,2023-09-21,14,2,7.6,159.92,No,Annual,No,,
1463,Riya Brown,Male,47,UK,2024-07-15,Standard,19.99,Yearly,Debit Card,2026-05-24,37,0,94.3,5277.36,No,Monthly,No,,
1464,Mia Patel,Male,40,Germany,2024-10-30,Premium,39.99,Yearly,UPI,2026-08-15,17,7,83.1,10077.48,Yes,Annual,No,,
1465,Om Smith,Female,37,Germany,2022-09-04,Basic,9.99,Yearly,Debit Card,2022-10-29,25,2,28.2,119.88,Yes,Annual,No,,
1466,Olivia Johnson,Female,60,India,2024-02-20,Standard,19.99,Yearly,Credit Card,2026-05-14,13,2,62.0,6476.76,No,Monthly,No,,
1467,Kabir Patel,Female,22,Germany,2024-09-13,Standard,19.99,Monthly,UPI,2026-12-29,18,5,135.7,539.73,No,Monthly,No,,
1468,Liam Brown,Female,48,UK,2024-03-22,Standard,19.99,Monthly,Credit Card,2026-05-11,25,6,138.6,519.74,Yes,Monthly,No,,
1469,Kabir Patel,Male,30,Canada,2022-04-08,Premium,39.99,Yearly,Credit Card,2024-03-05,3,10,5.5,11037.24,No,Annual,Yes,2024-03-13,Low Usage
1470,Anaya Sharma,Male,57,USA,2024-07-14,Premium,39.99,Yearly,Debit Card,2024-11-24,58,0,152.7,1919.52,Yes,Annual,No,,
1471,Mia Brown,Female,64,Canada,2024-09-29,Standard,19.99,Monthly,UPI,2025-01-21,8,6,111.1,59.97,No,Annual,Yes,2025-03-14,Features Missing
1472,Om Smith,Male,48,Canada,2024-08-20,Basic,9.99,Monthly,PayPal,2025-10-23,19,5,135.0,139.86,Yes,Annual,No,,
1473,Emma Waghchaure,Female,63,Japan,2023-05-05,Premium,39.99,Monthly,Credit Card,2025-09-13,2,3,175.8,1119.72,Yes,Annual,Yes,2025-10-29,High Price
1474,Liam Johnson,Male,20,Australia,2022-04-15,Basic,9.99,Yearly,UPI,2023-07-24,28,10,126.7,1798.2,No,Monthly,No,,
1475,Liam Johnson,Female,46,Germany,2023-04-02,Premium,39.99,Yearly,PayPal,2024-11-11,16,2,106.6,9117.72,No,Annual,No,,
1476,Om Sharma,Male,48,India,2022-03-20,Standard,19.99,Yearly,PayPal,2024-02-17,28,10,176.9,5517.24,No,Annual,No,,
1477,Ethan Smith,Male,37,UK,2025-02-20,Premium,39.99,Yearly,Debit Card,2026-07-30,3,1,140.4,8157.96,Yes,Annual,No,,
1478,Sophia Johnson,Female,61,Australia,2023-10-19,Basic,9.99,Monthly,Debit Card,2024-08-08,45,5,22.1,89.91,No,Monthly,No,,
1479,Aarav Johnson,Female,27,India,2024-07-28,Basic,9.99,Monthly,Debit Card,2025-11-09,25,2,88.8,149.85,Yes,Monthly,No,,
1480,Ethan Waghchaure,Male,27,Australia,2023-05-04,Premium,39.99,Monthly,Debit Card,2025-08-16,43,7,33.2,1079.73,Yes,Monthly,Yes,2025-09-08,High Price
1481,Anaya Smith,Male,27,Germany,2022-01-23,Basic,9.99,Monthly,Debit Card,2023-04-23,53,0,157.3,149.85,No,Annual,No,,
1482,Sophia Johnson,Female,43,India,2022-07-25,Premium,39.99,Monthly,PayPal,2024-09-25,58,3,103.9,1039.74,No,Monthly,No,,
1483,Riya Smith,Female,65,India,2024-04-23,Premium,39.99,Monthly,Debit Card,2026-04-23,8,2,104.6,959.76,No,Annual,No,,
1484,Riya Brown,Female,27,UK,2024-10-31,Basic,9.99,Monthly,Credit Card,2025-12-02,58,2,115.7,129.87,No,Monthly,Yes,2026-01-23,High Price
1485,Sophia Patel,Female,47,Canada,2023-04-06,Basic,9.99,Monthly,PayPal,2025-07-22,17,0,82.1,269.73,Yes,Monthly,No,,
1486,Anaya Waghchaure,Male,33,USA,2023-02-01,Premium,39.99,Yearly,Credit Card,2023-11-08,59,7,161.7,4318.92,No,Annual,No,,
1487,Ethan Sharma,Male,32,Japan,2025-01-22,Premium,39.99,Monthly,Credit Card,2026-11-18,21,8,136.1,879.78,Yes,Annual,Yes,2027-01-15,Switched Competitor
1488,Mia Smith,Female,51,Canada,2025-03-27,Premium,39.99,Monthly,UPI,2026-06-17,8,7,131.8,559.86,No,Monthly,No,,
1489,Ava Waghchaure,Female,34,India,2023-07-22,Standard,19.99,Monthly,Debit Card,2025-08-24,18,3,145.2,499.75,No,Annual,No,,
1490,Sophia Brown,Male,19,USA,2022-12-18,Basic,9.99,Monthly,PayPal,2024-10-29,41,2,50.4,219.78,Yes,Annual,No,,
1491,Olivia Johnson,Female,34,USA,2025-03-19,Basic,9.99,Monthly,PayPal,2026-04-20,34,4,54.4,129.87,Yes,Monthly,No,,
1492,Sophia Waghchaure,Female,61,Canada,2024-11-09,Premium,39.99,Yearly,Credit Card,2025-12-30,16,1,130.4,6238.44,Yes,Annual,No,,
1493,Riya Patel,Female,21,Germany,2023-07-03,Premium,39.99,Yearly,Credit Card,2025-11-08,42,8,165.8,13436.64,No,Monthly,Yes,2025-12-20,Features Missing
1494,Alex Smith,Female,44,UK,2023-09-02,Basic,9.99,Yearly,PayPal,2025-06-09,12,4,101.2,2517.48,No,Monthly,No,,
1495,Alex Smith,Male,26,UK,2023-03-15,Basic,9.99,Monthly,UPI,2025-06-23,48,9,39.4,269.73,No,Annual,No,,
1496,Alex Sharma,Male,48,USA,2022-07-12,Basic,9.99,Monthly,UPI,2023-09-01,55,0,136.4,129.87,No,Annual,No,,
1497,Anaya Waghchaure,Male,30,UK,2022-03-24,Basic,9.99,Monthly,Debit Card,2022-09-22,39,7,133.7,59.94,Yes,Annual,No,,
1498,John Patel,Female,43,Canada,2022-09-06,Basic,9.99,Monthly,Credit Card,2024-01-10,35,7,38.1,159.84,No,Annual,No,,
1499,Alex Johnson,Male,45,Germany,2022-01-31,Standard,19.99,Yearly,Debit Card,2024-05-02,11,4,20.4,6476.76,No,Monthly,No,,
1500,Liam Waghchaure,Female,64,UK,2024-05-29,Premium,39.99,Yearly,UPI,2026-11-01,35,9,92.3,13916.52,No,Annual,Yes,2026-11-23,Poor Support
1501,Sophia Sharma,Male,44,Japan,2022-01-06,Premium,39.99,Yearly,Debit Card,2023-04-09,18,5,123.7,7198.2,Yes,Annual,No,,
1502,Kabir Brown,Female,19,USA,2024-07-26,Standard,19.99,Yearly,PayPal,2026-01-17,43,4,167.3,4317.84,Yes,Annual,No,,
1503,John Waghchaure,Male,45,Germany,2023-02-08,Premium,39.99,Yearly,UPI,2025-03-20,25,1,97.8,11997.0,Yes,Monthly,No,,
1504,Alex Smith,Male,34,Germany,2025-03-11,Standard,19.99,Yearly,Debit Card,2027-01-08,33,1,55.7,5277.36,No,Annual,Yes,2027-01-30,Poor Support
1505,Alex Waghchaure,Female,33,Australia,2024-03-21,Standard,19.99,Yearly,PayPal,2026-02-28,2,9,176.1,5517.24,No,Annual,No,,
1506,Olivia Waghchaure,Female,34,India,2022-01-21,Premium,39.99,Yearly,Credit Card,2023-12-07,26,1,171.7,10557.36,No,Annual,No,,
1507,Kabir Smith,Female,46,Canada,2022-08-08,Premium,39.99,Monthly,Debit Card,2022-12-09,51,8,167.3,159.96,Yes,Monthly,No,,
1508,Liam Patel,Male,38,Japan,2024-04-15,Standard,19.99,Yearly,Credit Card,2025-08-30,31,6,114.5,3838.08,No,Annual,Yes,2025-10-03,Poor Support
1509,Kabir Patel,Female,28,Germany,2024-06-21,Premium,39.99,Monthly,UPI,2025-11-23,22,9,56.5,679.83,Yes,Annual,No,,
1510,Sophia Brown,Female,27,USA,2025-01-09,Premium,39.99,Yearly,Debit Card,2027-02-05,40,7,98.7,11997.0,No,Annual,No,,
1511,Kabir Patel,Female,52,India,2022-10-26,Basic,9.99,Monthly,Credit Card,2024-08-02,45,2,51.0,209.79,Yes,Monthly,No,,
1512,Mia Patel,Female,53,Australia,2022-08-15,Standard,19.99,Yearly,UPI,2024-02-17,29,2,61.6,4317.84,Yes,Annual,No,,
1513,Om Sharma,Female,56,Canada,2022-08-01,Premium,39.99,Monthly,Credit Card,2023-06-24,38,8,72.9,399.9,No,Annual,Yes,2023-08-05,Low Usage
1514,Mia Smith,Male,51,UK,2022-12-31,Premium,39.99,Yearly,Credit Card,2023-09-12,5,4,89.0,3839.04,Yes,Annual,No,,
1515,Emma Patel,Male,39,Canada,2024-06-13,Standard,19.99,Yearly,PayPal,2026-04-27,47,1,66.5,5277.36,Yes,Annual,No,,
1516,Ava Johnson,Female,19,Australia,2024-10-15,Basic,9.99,Monthly,Credit Card,2027-02-03,29,4,88.0,279.72,Yes,Annual,No,,
1517,Kabir Brown,Male,64,Germany,2024-10-31,Standard,19.99,Yearly,PayPal,2026-05-19,9,0,70.7,4317.84,Yes,Annual,Yes,2026-05-22,Low Usage
1518,Riya Johnson,Male,51,Canada,2024-06-13,Standard,19.99,Yearly,Credit Card,2024-08-13,28,2,50.3,479.76,Yes,Monthly,No,,
1519,Olivia Sharma,Male,47,UK,2022-11-20,Basic,9.99,Yearly,Credit Card,2024-10-27,11,6,22.3,2757.24,No,Monthly,No,,
1520,Sophia Waghchaure,Male,23,Japan,2022-07-07,Standard,19.99,Monthly,Debit Card,2023-12-22,0,4,102.0,339.83,No,Annual,Yes,2024-01-13,Poor Support
1521,Riya Patel,Female,43,USA,2023-03-29,Premium,39.99,Monthly,Credit Card,2023-08-12,15,6,38.3,159.96,No,Monthly,No,,
1522,John Brown,Female,57,Australia,2023-05-02,Standard,19.99,Yearly,UPI,2024-07-07,56,7,115.8,3358.32,No,Monthly,Yes,2024-07-09,High Price
1523,Ethan Patel,Male,48,USA,2024-12-25,Premium,39.99,Yearly,Debit Card,2026-03-21,54,10,96.0,7198.2,No,Annual,No,,
1524,Anaya Brown,Female,61,UK,2023-07-23,Basic,9.99,Yearly,UPI,2025-03-04,56,9,42.1,2277.72,Yes,Annual,No,,
1525,Emma Johnson,Male,48,USA,2025-04-07,Basic,9.99,Monthly,UPI,2025-06-29,49,3,173.4,19.98,Yes,Monthly,Yes,2025-07-17,Poor Support
1526,Riya Patel,Male,61,Canada,2023-02-28,Standard,19.99,Yearly,Debit Card,2024-12-27,20,7,99.2,5277.36,Yes,Annual,No,,
1527,Liam Brown,Male,56,UK,2022-05-08,Standard,19.99,Monthly,Credit Card,2024-01-23,50,2,135.9,399.8,Yes,Monthly,No,,
